GPNMB BAP1
PLA2G4E FGF4
GPR176 AKAP12
SHC3 POU3F3
DEFB118 GAB1
NRDC KCNIP3
SUFU NAPSA
SLC7A6 LPXN
SLC38A9 GHR
KRT71 GALNT9
KRT9 TBC1D8
ZNF703 TRIM69
OR51A2 FAAH2
PDIA6 HAUS6
GP9 SIAH3
SLC2A1 SLC2A3
CDH7 TIE1
MIR514A3 EXOSC8
MICU3 OR5K4
CYP1B1 GUCA1C
PARP3 TREX2
RAI1 NOL6
MXRA5 NACC2
ADAMTS9 METAP2
AK7 TEN1
MMP9 C9orf3
USP51 GDPGP1
SNRPD1 PRPF3
HAMP CCL21
FAM109B SHC3
DTYMK PRL
ARHGAP40 GCG
CHRM5 MAP3K11
PYDC2 PON2
OR8B8 CNTF
GADD45B PINK1
CRP IRAK2
NFE2 SOX12
FABP1 DGCR2
UHRF1 NR2F2
SLC39A1 HSD17B13
ITIH2 ZNF366
SLC35G1 SSTR3
MCIDAS TOB2
EIF2AK4 HSPD1
AKR1A1 EFS
SDCCAG3 VWA1
PPP1CC CALHM1
CHRNA3 NTSR1
IGHV2-70 PHLDA3
C8A MARCH6
HID1 PPEF1
SIRPG GDF15
SLC2A12 MAX
ASCC1 KIF5B
ARPC1B CXCR3
OR2T11 PPP1R12A
ARSE CHRD
NOP2 CIAO1
GTF2B POLR2L
RPS2 RPS11
HTN3 PBX1
FARS2 JOSD2
NEUROD2 MED7
SPINK9 ALDH1B1
TMC2 CSGALNACT2
AGER CD19
BAMBI PENK
GPC2 BLVRA
PLA2G2E PLCD1
TRIM13 BICD1
CEACAM8 IL27RA
CCR8 S1PR1
ZNF263 TNF
MYBPC3 RHOD
SETD1B CYSLTR2
IL6ST VTN
TSPAN31 PDF
ATP2C1 ATP2A2
C17orf89 C1orf168
HNRNPA0 PSMD10
IL15RA SIRT2
CDH10 SLC5A10
RARRES3 CDC7
OR10A5 NRG4
HOXD13 CLEC3B
LTA TNFSF8
CCR7 F11R
ALS2CL CYSLTR1
FGF1 KRT18
CRYBA1 DHRS3
OR5C1 NA
PRG4 IL1A
SEC31A RER1
DCAF13 GATB
CXCL6 C5
ATG7 OR2T7
FGD1 GREM1
HIST1H2AE LRRC26
MYO7A BEST1
CTNND1 SARDH
RGS1 IL27RA
NR2E3 POLR2G
RREB1 RECQL4
CD300LG NFKB1
GABARAPL2 MGLL
VCAN KRTAP23-1
DAGLA ELAVL2
PACSIN2 ARHGEF17
TRIM15 KLF4
KCND2 ATXN3
CHRM3 PCDHA4
OR51B5 NDUFS2
KCNK7 KCNJ2
GPR179 FOXE3
FCER2 SEPT5
USP35 ADRA1D
DNTT MCUR1
PDE10A KRT20
SFRP4 CHRNA3
FANCA SF3B3
SLC5A9 OR10G2
GSTA4 PCDHA10
CDKN2B SMOX
C1QBP TNFRSF4
RGS14 CDH11
OLR1 ADAMTS9
NIN SLC24A2
ENO1 PPT1
CC2D1A ITGB1BP2
NFYC RNF14
CDH6 ADCY5
GNG11 ADAL
IGHV3-23 SMPX
TOB2 ACVRL1
LSP1 VNN2
CORIN CYP3A4
IGF1 MCM2
AVL9 IL1B
EPHB1 NDP
AFP GNB5
ETHE1 MED1
ZNF256 MBD5
GRM4 CBLN1
CCR5 ETS1
ZYX COL4A1
RBBP4 ACTL6A
DHRS2 IVD
IGSF1 ITGAX
SLC31A2 FKBP4
GRIA1 TAAR5
CDH12 CHRNA4
CHRM3 ST8SIA5
OR7G1 LIMS2
LIF TCP11
KLF5 FGD1
SCML2 MYOC
PCDHAC2 SERF1A
PRDM4 PPARD
CCR5 CCR7
POLE CIRBP
PANK1 CST4
SCAMP3 HDAC10
CDK6 ADRA1D
ELAVL4 LSM1
CRP SLC52A2
ABCA3 SLC7A8
PIP4K2B OSMR
ELF5 FASTKD5
CCL22 WAS
KCNF1 KCNJ2
ARF1 SMAD6
FGR MIR124-1
KCNIP1 HTR2A
RPL5 RPL21
SOX3 TMEM115
HSPA2 KDM4E
FBXL4 GCAT
COL4A3 UTP20
NTRK2 TEK
CXXC1 NR2C2
WIPI2 PIBF1
CRHR1 ARHGDIB
TBC1D10C SMAD6
ZNF443 LYPLA1
ADRA2C TRHDE
SLC27A6 AURKAIP1
TRIM3 NDUFV2
CCL5 C5
ATXN3 SYN2
EPHB1 MUC12
SLC1A2 SLC6A2
SLC12A1 ZSWIM7
JMY DUSP16
MAP3K10 NME3
MYL12B ACR
UTP15 CHD3
KAT6A MGAT4B
CDS1 RDH8
LMO1 NFE2
IRF1 NFE2L3
EP300 APBA1
OR8G5 SFTPA1
CRHR1 NNT
TRIOBP B4GALT4
TRMO OR2V2
DPYSL4 SPANXA1
FBXL6 CASP1
POLL RAD23B
MSH5 MUTYH
MAPK11 PTAFR
RAPGEF3 DUSP22
GCG PTAFR
RASA1 EDA
PTGR2 MIS12
HIC1 ATRX
ABCA12 IGF2BP3
JMJD6 CD300A
RP2 SIX3
KCNA10 DLL4
GDF10 TRPS1
IFITM1 KLF4
TRPM1 HSP90AB1
SERTAD1 TTK
LTA TRADD
LDHA PDE11A
BORCS5 LCP1
NT5C2 GPR85
APPL2 CST9
ADRA2A HSPB1
BRD8 CLEC4A
DBF4 WDR43
TAF6L MED23
BACE1 EPHB2
CYP1A1 BLOC1S5
ANP32A ASB17
WDR41 NOD1
PID1 CLCN2
SOX3 JRKL
GPR17 FFAR2
PCDHB3 HOMER1
MAL HPCAL4
FAM98A SLC39A2
GRM4 PCDHB10
TNFSF4 CCKBR
SNAPC5 TCEB3B
AP1M2 RUNX1T1
POU2F3 SOD2
PODN SPPL2B
MAP3K7 ACVRL1
INSL3 SRD5A2
ARHGAP36 IFNGR2
YKT6 IGFBP4
GSTM2 OR2C1
ATP2C1 DNAAF2
CDS1 OCRL
POU3F2 CCL14
APOC2 NPY4R
ENPP7 NOTCH2
POLR3D SAMD4A
UHRF2 DDX47
GCNT2 SMO
MLN S100A9
CRNN KRTAP6-2
DCTN2 ZEB1
TOB1 SST
GRIN2A CBLN1
KHDRBS3 CSRNP3
CRABP2 KRT5
LBP DCDC2
ALG3 GALNT1
COL18A1 NCK2
SPACA3 CREBZF
DHDH METAP1D
NASP CDH9
TBC1D7-LOC100130357 MIR223
DEFB132 PAK4
ARL4C ACSS1
ABCC4 TREM1
MEFV ZC3H3
IGF1R NEDD9
AREG MNAT1
MLN TRH
UNC119 DHRS3
EDN3 PCSK2
HIPK3 IGF1R
FAM98B GSX1
TUBB ANXA1
PCDHB6 PSTPIP1
IFITM2 TNFRSF4
NKX2-6 COL1A1
SIRPG PAG1
TBL3 LILRB3
NSMCE2 PGAM1
LY96 BIRC3
CCL18 WAS
SAT1 AMZ1
ACOT8 CDS1
TSHB RNF182
MAGED2 BRSK2
FBLN5 TAS2R1
POLR2D CCNK
ATG4C CTSF
SMARCE1 TARBP2
CLCN4 PARL
ACTR2 C1GALT1
PPARD NES
ADCY1 EPHX3
GPR37 SLCO2B1
TENM1 ARHGDIB
OR52N5 NFYA
CTSO C9orf3
TMEM219 LEF1
OR7A5 ACO2
STAP2 GUCY2F
ACTL6B DSPP
ZNF593 DKK2
RABGGTA DHRS3
CYB5A SERINC5
FSHR HIST1H1T
TRIM69 USH1C
RRH GNAT1
SLC16A10 SOX3
DRD4 NCOA7
HRH2 IL18RAP
NR2E1 LGI1
CCL17 ZMYM6
HDAC5 GAK
YKT6 LMAN2L
FHOD1 KIF5B
ECD POLR2D
VPS50 CMTR1
CDC16 BUB3
DNPEP KRTAP5-1
PGLYRP2 BDKRB2
ENAH LIN9
GAD2 ATXN3
ACOT9 PLS3
UTP20 CXCL8
KLF10 UMOD
OR11H4 CHMP2B
MSL2 SLC25A4
HELQ TUBGCP2
DAB2 PLK1
PCDH12 SEPT9
SST PRKRA
TBX1 SMARCA5
KCNQ5 MRGPRX2
CDKN2C LYRM5
PTGIR TSHR
WFDC2 ADAM29
CSE1L CGB7
TRIM29 MMP1
CHRNG MIR23B
CFHR2 IL4R
ARPC3 NELL1
SASS6 SNAPC4
CDH16 PCDHA4
TRIM13 NUP62
ADSS TMEM115
FBLN1 ALDH9A1
MRE11A RAD52
PYY RPS4X
EVC BMP10
FKBP5 PSME2
CDH8 CCL4
FCGR2B ZEB1
TRIM28 RPSA
BBS1 CEBPG
MAP2K1 TIMM10B
KIAA0907 SEMA4C
EFNB1 AREG
TSPY1 TNFSF9
OR1M1 COQ5
FCN2 CD1B
HOXA10 DUSP13
GABRA2 MOGAT1
KRTAP10-8 CCDC125
PEX19 MYSM1
CEACAM4 BLVRA
TMEM74 MIR657
IFNB1 STC1
ANXA5 PSEN1
DLG4 NEURL1
FBXO6 MMP7
PPRC1 APTX
GNA12 PROS1
LAMA3 SNX11
ATM BTG2
FLOT1 CKMT1A
C5 UCN
APOF CWC15
CHRNA3 PLCG2
ARF6 SLURP1
CCL21 GPR50
RARG LEFTY2
PDC IGHV1OR15-1
TRIM69 NLRP4
EPB41L2 MIF
ELF4 SUPT5H
CHRM1 TNFSF9
OR8D4 REG3G
TMEM8C ANXA7
SIPA1 CASP10
TRIM3 PCDHA6
TBL2 FAM83H
CEBPA ELF3
SH3BP1 PGD
COL17A1 ITGA10
SCN2A SCNN1D
FANCA ATRX
CIZ1 NEDD9
DHX16 TNFSF15
FES KLF10
HTATIP2 NAE1
GTSE1 ABCA2
PFDN5 BCL6
CCR6 CERCAM
DDX11 IGF1R
MBOAT4 RCC1
NPPA NPR2
CTBP2 TUSC3
MCRS1 E2F4
CDH17 CAMK2N1
MEST MX1
SLC26A6 FBN1
GP9 HNF4A
GDF7 COG5
FGF20 BMP2
RUNX2 NR1I2
CALY PIBF1
GJB1 TMOD2
HDAC8 SNAI2
GAD2 EXT2
NELFE NDC80
FBXO6 VHL
BIRC3 IFNAR1
COLEC10 MOCOS
TSPAN5 CAPZB
DSPP MGP
PRRT2 POMC
SPRY2 ADM
RPL17 UBE2V1
TAS2R7 P2RY10
P2RY1 F2RL3
CRB1 GPR50
ETS2 MIR654
MS4A2 IRF2
MLLT6 NOTCH2
GPX4 SCO2
FBXO2 MIR103A1
DSC2 CCL26
CACNG8 CDH8
GMIP LILRB4
KPNA7 ZNF589
ADRA2A AVPR1A
CERCAM CLDN1
PIAS4 BRCA1
ABCD2 TTPA
MED6 PLAGL1
SIPA1L3 MED31
KRTAP21-3 ADH7
SOAT2 SLC17A3
PRR4 CPA2
DSCAM SEMA5A
OSBPL9 MYH2
MIR711 MESP1
CDK3 PRG4
CSE1L COX5B
MPP7 PIP4K2C
MINK1 TAOK3
ITPKA ATP2C1
SPAG11B PIK3AP1
PGD PLK5
ACOT8 IDI2
TUBB4B SCG2
FANCA WAS
ADRA1D AES
CRX COL5A3
FUCA1 TRBC1
HIC1 P2RY2
GAGE8 ACTR1B
IRF2BPL EIF1
NFIL3 PAX1
CDKL3 MIR199A2
NTSR1 PLP1
E2F1 IL1B
IGF1 CAPNS1
TCERG1 EPAS1
NRF1 SLC25A3
PITX2 COL18A1
GTF2B USF1
PTGDR2 ATP6V0A2
MAPRE1 CKLF
DPP4 KIR2DL3
MAP2K1 C5AR1
TRHDE CCL21
GC USP47
CSF2RA SEMA4C
IL31RA GLP2R
STARD3 MIR221
POU2F2 HAND1
CDH2 VTN
ADA UBD
ADRB2 EGF
LYVE1 WNT2B
TIMM13 ATP6V1B1
UBP1 BLZF1
UHRF1 MED27
TPX2 CCKBR
FANCG ATRX
IL17F POLR3K
MAEA ITGB7
FGF12 SEMA5A
FGD1 HOXC6
GBE1 ACAA1
GDF11 CLASP2
TIMM10B PRR5
MFAP2 DCK
MCEMP1 RPL35A
EFNB1 TNFRSF11A
PGA4 AVL9
TRIM3 EPHB1
WDR41 ANAPC10
GAS8 KAT2B
ADGRB1 PCDHGB4
CXCR4 FXR1
CFL2 SLC18A2
GAS1 UTP20
ALCAM ITGBL1
CHRM3 CXCR4
PM20D2 CLEC4E
SLC9A6 OR7A5
DSC2 CDHR2
ING4 ARID5B
NSUN6 VCX3A
GBX2 BLM
THEG RUVBL1
GLP1R C3AR1
SUMF2 CRYGD
NR2E3 MYO9A
CTSG PCSK6
CMKLR1 CXCL10
B3GNT6 KRTAP10-6
SCRT1 HDAC10
CCL26 BMP3
CRYZ LMAN2L
POLR2E CREB5
CSPG5 DSCAM
CARHSP1 GAGE1
MAD2L1 RRAGA
SESN1 TP53
GALNT7 B4GALNT2
GEMIN6 HSPB6
ATP2A2 AOC3
LY6E TNFRSF25
ALPL ALG1
SEPHS1 PAM
BPNT1 FGF11
GBP1 IVL
PCOLCE SUFU
SKOR1 ARF6
AGER DOK1
HCLS1 NFYC
CYP1B1 PRPH2
GPSM2 GALNT18
CRB3 ARL6IP5
SFTPD PICALM
PWP1 DNAAF3
GGT5 TREM1
ORC2 VHL
GTF2E2 INTS10
COL6A3 EGR3
CHST4 CXCL10
POU4F1 PCDHB6
POU6F2 STAT1
NFKBIA PDCD1
MS4A2 TP53RK
ASGR1 SOX21
CKMT2 MYOF
CCR3 IGSF1
MUSK DDX41
GSX1 KIR2DL2
FAM92A1 PYGO1
ADAMTS8 OR4C16
PDGFRA LGI1
STARD3 APOL1
NPY4R TBXA2R
TUBGCP2 APC
GDF7 ADAR
NME2P1 MAOB
TCERG1 RREB1
NAP1L1 PDF
CDX4 RTN4RL1
KRT35 NFE2L1
ATR RECQL
HSF2BP SLC30A10
PTK2B PTPN6
ACTL6B IFNA6
EHMT2 USP51
COL26A1 SLC30A4
OR10AD1 KIF24
OPTC PLD2
LRRC6 FAM170A
GNL1 NTHL1
ITIH4 IRF6
SLMAP FTCD
PRDM4 IRF3
SLC6A5 AKAP5
TRDN GUCY1A2
NRG4 OR51B2
LY75 LSP1
TRIM3 UTP11
IGFBP4 PRKD1
MKI67 PA2G4
GFRA2 MIR499A
CCL26 CDO1
ITIH3 OR4L1
PPIL1 ADAMTS8
HOXC10 PGF
OR13C9 HSPA2
OR13F1 CAMP
TGOLN2 STC1
KRT72 DDAH2
MCM9 XAB2
OXA1L SDHA
PAX6 PDE6G
CHRM1 PCDHA4
CSE1L MICB
DKKL1 WNT7A
KRTAP12-4 CDH12
ARFIP2 LIMA1
KAT5 TSC22D1
POU2F2 BTF3
POU4F2 SOX11
SLC44A2 UBE2V1
KLF15 BANK1
OTUD6A MGP
LECT2 TNFRSF11B
MPHOSPH10 EPHA3
INPP1 SLC20A1
ATP7A HPX
COL1A1 BMPR1B
DFNB31 KRT28
CDO1 MGLL
MAEA CCL4
DGKK PRDX6
F2 HDAC9
MXRA5 CYP4A22
CCT8L2 DHX15
KRTAP9-6 P2RY6
CEACAM5 ABCD1
GRIK1 NHLH2
GRM1 SCN1B
SPCS1 PCSK2
LILRA2 HLA-B
B4GALT1 ARSD
GPR35 OVGP1
GALK2 EEF1G
RNF217 TAS2R16
DHX36 OR5B17
SPINT2 ACTG1
GALNT2 BET1L
CHST4 MAEA
ARVCF PCDHAC1
LYVE1 JAK2
CXCL10 TTK
GNG7 GRK5
RAB39B MEF2A
MPL PYY
SNAI1 MUC15
MIR515-1 CYP24A1
TARDBP PLD2
RANBP9 PADI4
GCG NRDC
CITED2 FOXN1
MGLL GCNT4
BCL2L10 CFLAR
SPTBN5 NOBOX
ALOX12B APOD
LRP1B TCTN3
TUBB4B AKAP3
LRCH4 HOXA1
CLIC1 MS4A2
BOLL FOXK1
UHRF1 IGFBP4
CCL20 PRKRA
ELF3 PAEP
IL4 PRDX3
CRB1 FGF17
SERPINF1 LAMA1
CHRM1 MYLIP
TENM1 IL6
SPC24 DIS3L2
SNRPB2 SRPK1
POGZ SETMAR
AJAP1 HEYL
IL6ST CCL5
NUP62 KAT8
PQBP1 PITX2
PTS CELSR1
TIMM10 GATA4
HIST2H4A PMF1
RGS4 GIT2
PLA2G16 MAEA
LIPN ZNF420
GRM7 TAAR5
GNB3 TSHB
FGFR1OP LARP4
SFTPA1 KLF1
NELL1 ST8SIA2
HTR3E MBNL2
CDCA5 CUL3
LMAN1 CD59
MYO1D CTSG
ABL1 PCBP4
DNAJA2 PLK1
NAIP MPPED2
S1PR3 RELA
ARL5A DNASE1L2
TBX1 TFAP2B
ZNF513 COX5B
CDX1 SGCZ
HK1 GDF6
ZSWIM7 SCN1B
SMARCA5 MED26
COX7B LEO1
PARL REG3G
APOD RBP3
GNE IFNL4
CYP26C1 DBP
PCSK2 UBE2N
SACM1L SLC31A2
IFITM2 IL18RAP
KPNA2 DGAT2L6
PRDX3 NLRC3
JAK2 BCL3
HES5 PKD2
SPDEF TAS2R8
TMEM102 CECR1
DUSP22 TRIM27
TSPAN1 ROR1
GMFB L1CAM
MCTS1 ACPP
ACP6 PLTP
ANKRD11 PMS2
HTR2A NTSR1
CNGB1 PDE6D
MED8 PARK2
LMAN2 MRS2
PPIH WASF3
POU6F2 TACSTD2
NACC2 MPZ
ATF6 SERINC3
XPO6 SDHAF1
FCF1 TUBB
SPA17 OR5K1
SF3B2 SNRPB2
ZDHHC8 FBLN5
DNAAF1 PIPOX
ALK TM4SF5
PPT1 HESX1
MNAT1 MYOD1
ASCC3 ZBTB8OS
MTIF3 C1GALT1C1
NME2 ITGB1BP1
PIGU SOD1
SLC2A13 KRTAP12-2
POU6F2 USF1
ATF7 TNF
PLA2G4A PQBP1
CLCN4 JAML
HADH HRASLS2
FAAH2 PSMD5
HFE LAMC1
RRH APLNR
GNA15 OPRL1
MGST3 PLTP
DHX15 SRSF1
ADRA1D CCL21
CCL19 IL1R2
CDH8 GRK7
BNIP1 CASP4
EVI5 CD300LD
PIM1 SIPA1
CRABP2 MZF1
ITGA11 PCDHA11
MLNR CASC2
SLC24A5 ADAT3
RARB HMGA2
NUDT19 FASTK
FOSB ZEB1
CDH2 CCDC47
NEK6 TICAM2
LOC100996750 CKMT1A
TBC1D20 CCT6B
KCNK1 KCNK17
SPTBN5 EFNA2
HCFC2 YY1
CHEK1 CDC6
AQP7 DHX15
RPL18 RPL27A
COL16A1 CSH2
FBXL6 PREP
IFNAR1 BSG
CMKLR1 IGF1
CCDC59 NA
KRTAP26-1 ATM
IK SEMA7A
PQBP1 TMF1
ACOT7 BRD1
DDX11 TTK
PYDC1 GNG2
MYLIP SLIT2
SDHAF1 UBR1
MEFV SCG2
EIF3K WDTC1
POU4F1 SPIB
IFNA4 CCL19
RPL22 RPS6KB2
USP16 SMAD3
SLC13A4 MED1
ADAMTS8 POU1F1
MERTK PGR
NDNF TRIM28
SASS6 CENPA
CPTP MOGAT1
TSSK6 CD3EAP
ITGB7 ADGRG1
REEP1 GRAMD4
CDT1 MIR711
CDO1 PPOX
CDK2AP2 BAK1
JUND SP4
ORM1 BCL6
GJB1 PCSK2
CLCN1 GJA1
COL6A3 CAST
REEP3 PACSIN2
NCF4 AQP7
GPNMB CTBP2
DUSP15 LMAN1
IAPP PCDH8
CLEC12A HADHA
CKMT2 FBXO45
CXCL6 SCG2
F2 HMGB3
OLR1 ITGB7
LAMA2 IL36RN
ANP32B KLF7
SIRPB1 HRAS
USH2A BEST1
ACTR3 CCR6
CPOX NFE2L1
AQP9 CSNK1E
FGGY ARFGEF2
TSPEAR NEIL2
AGRN KCNB1
IGF2 POLG
UBE2I ACOT2
KRTAP12-2 PYHIN1
ADH1A SASS6
SEPT6 SHMT2
CNTN2 EGF
OR5K4 CNST
C1QBP COPS6
OR2Y1 PSMB10
ARF6 CDHR2
HSD3B1 CERS6
EREG WISP3
IFNA17 URI1
ITGA11 FPR2
CSE1L MPL
ANAPC10 ARHGEF1
SMARCD2 TFAP2A
TIMM17A KLF15
HK2 TCF19
PLCB2 RNF38
CAPS CRYGC
LOXL2 PHKA2
FHL3 KDM2A
AIPL1 PDE6B
LYPD2 GSTP1
RIMS1 CAPZA1
PAFAH1B3 PCDHAC1
TREM1 CYP2A13
AFF4 CCNK
ETV1 BATF3
BCAT1 ACVR1
CGREF1 ADAMTS1
CD200 NKX6-1
METTL10 MC3R
STRAP ABCC6
NTHL1 PSMA8
ARHGDIA MCL1
CST1 CREBL2
CLK1 PIM1
CCDC88C FADS1
SMC2 VEGFC
MS4A2 PTAFR
USP17L6P ARCN1
ENAM NOX4
LY75 CYP4F11
HAS1 ADGRG1
CHRNA4 HOMER1
OXTR PSG7
IDE RQCD1
ASPRV1 OR2I1P
FBXO6 CASP1
FES PROK2
ABLIM1 RS1
FPR2 GPR39
ITGAX ARVCF
SLC5A9 ARHGAP26
PLOD1 SCO2
MXD1 CCL17
PHEX STC1
BNIPL EEF2
CNTLN METTL23
MAEA DDX41
LGALS9 SLC20A1
SLC12A7 EVA1A
NSUN6 IYD
DYRK1A EPS15
GOLGA7 NCCRP1
TSPEAR LOXHD1
IFNA14 DDAH1
ACOT12 OGN
CRH HCRTR1
ICMT CHST6
KEL CD320
PPIH HSPE1
CCR6 ARHGDIB
GNAT2 FCER1A
ZNF219 ETV4
CDX1 IGHA1
AQP7 OVGP1
SPEG IGKV2D-28
GTF2F2 MED7
OLFM1 DSCAM
HOXA9 RECQL4
OR5M8 MAGOH
ZNF148 NR0B2
STRN4 HTR2A
KDM5A KLF5
WAS PTCH2
ORC4 PGLYRP2
PDC SOSTDC1
ZNF443 MAP4K1
DBP TFAP2C
EYA3 PYGL
RTN3 LSM4
FXN SLC6A5
HMGA2 HDAC10
TBX3 DEK
DEAF1 POLR2D
E2F1 BBC3
NOTCH2 BAK1
ABL1 TP73
CDKN2B QSOX1
CEBPB CXCL2
COL17A1 MIR210
MOGAT1 PIGU
GRIK1 RHOQ
PRL PTEN
DENND5A SLC27A5
CCL18 IL32
OR8B12 CLCNKA
CHUK POU5F1
OR51F1 CSNK2B
GAA SEMA3F
DAXX LDB1
GNG2 UNC80
GLS2 SGOL1
AP5M1 HAX1
PRPF8 CDC40
IVNS1ABP PTPN9
GDI2 NSMCE3
S1PR5 PPRC1
TINF2 RAB39B
DEFA5 FCN2
DNPH1 STIL
STAMBP MYB
PRPF31 WIPF2
CXCL16 EEF1B2
MPO PRKCZ
PSEN1 PSEN2
CHRM1 CHRNA4
KRT24 NUS1
RPS6KA4 STK17B
DRAP1 PRDM1
EVPL F5
UBE2S MIR34C
TFCP2L1 SP4
SEMA4F LSAMP
DSC2 LOXL2
BTD RNF217
FAAH MCM3
CRIM1 HPSE
ARR3 CNGB3
DNAJC19 CRHR1
PCDHB3 RS1
RFX1 SEMA7A
ABCA2 SCARB1
CMPK2 MRPL11
DFNB31 OR1F1
FGF21 NDP
NR2E3 CRYGA
CD300C UMOD
PAX2 BEST1
GXYLT1 MORC3
ZMPSTE24 FGF18
MEFV HDAC9
SCRG1 EPHA10
GML HK2
AFF4 RUNX3
DDX17 CSRP2BP
MRPS11 ATP6V0A2
MRPL3 COQ3
CDKN1A KLF10
ABCA3 SLC27A1
TAF9 FKBP1A
MS4A2 CD81
DYRK1A NEURL1
AKR1A1 PIGA
CXCR6 GPR75
N4BP2L2 NSMCE4A
GAS8 NCK2
CELF1 HNRNPA0
NCKAP1 PTK2B
NDUFS3 VPS26B
LSM4 HNRNPH3
MSLN MIOS
SLC25A29 VPS51
LDOC1 CNOT8
RAB30 GJA4
CACNA1B OR1M1
TACSTD2 CD81
LPAR3 PCDHB9
DCDC2 C5AR1
TNFRSF13B IL6
FKBP4 HSPE1
TOM1 ART4
IRF7 ZEB1
RASGRP4 SYK
GPR176 VIPR1
EHF MXD1
CCR7 HRAS
CALM2 IL34
IFNAR2 PRKRA
FGF9 SSTR2
ARPC3 GATAD2A
INHBA STC1
ADORA1 ENC1
PAQR3 CYP1A1
TOB2 USP51
SASH1 MIRLET7B
CENPI KRTAP10-9
CYP4F3 MMD2
TREX2 ZCCHC11
ATXN3 ST8SIA2
GCA HYAL4
OR2T11 TRPC4
GPR21 PTGER2
TREX2 SEPT6
AOC3 MAGI1
MICU2 P3H4
TULP1 GUCA1C
A1BG HNRNPM
DSPP TCP11
DUSP15 COA1
TRIM3 MYLIP
MYBPC1 OR2W3
PRL MAP4K2
MLKL NCBP3
USP8 BUB3
TK1 COL4A4
AGER S1PR3
ANXA1 CD59
ST8SIA4 FZD9
LEAP2 MICU1
CA13 NSL1
KISS1 MT1X
SPINK9 MACROD2
LCN1 ENDOU
NPFF AKAP5
OR5I1 FNBP1L
MARK1 RPS6KA2
NR5A1 MLN
ATP6V0A2 C5AR1
TMEM138 RAB43
EXOSC7 MCM7
F2 MKI67
TBC1D2 CDIPT
ABCA13 TAS2R14
AGTR1 GNA15
OTOA MYBPC3
CDK8 QSOX1
DSC2 FEZ1
GART OR2AT4
EED PLIN3
HYOU1 MAPKAPK3
AIF1 SMAD7
AES MNT
CCR6 SAA1
CHN2 IFNW1
SERPINE2 GNL1
ALG6 GLIPR2
EFNB3 TFAP2C
TSHB CD33
CLN5 PXK
MAEA EFNB1
GIGYF2 FGF4
HOXA1 PIM1
VPS45 IL9
STAMBP PTN
RREB1 PYDC1
NAMPT PTK2B
KRT1 DAPK2
OR10S1 SURF1
HOXA1 BMP1
SERPINB10 SSSCA1
SLC47A2 TRDN
CCR7 CYP4F11
ELAVL2 ZNF146
FAM98A IPO5
ADRBK2 BMPR1B
NFKBIA BNIP1
BLNK GPX1
POU6F2 PRPH2
DLL3 LRWD1
FGFR3 PHKA2
GSKIP B3GALT6
USP17L2 KMT5A
ELF2 CREG1
MCAM SFRP1
NNT UQCRQ
CCR6 CCL21
ABHD6 SLC16A10
GALK2 MIR26A2
HIPK3 SPHK1
SLC5A12 CCR6
OPN1SW GALNT5
IGSF3 NDUFV2
CDKN2C IL15RA
OR8U1 ENAM
GJA1 CCL17
CRYAA RP2
AVPR1A CD3E
ATP7B SIRT3
MACF1 CDC42EP2
IL31RA LIAS
HOXA10 RREB1
AIF1 XRRA1
AP2S1 CDK6
ALAD ANKRD1
COX17 SLC31A1
MRS2 TSC22D3
DLL4 U2AF2
RNF181 FHL3
CXCR6 GPR45
OR13G1 PHF8
ZHX3 LY6K
PFDN2 UNC5CL
IL12RB2 FOSL1
WDR3 NUP210
CHN1 ATP6AP1
COX6C UFC1
MAN1A2 IRF2
ACO1 COPG2
ADORA3 IL10RB
METTL7A KAT2A
INTS8 BRPF3
RPS6KC1 AVL9
LPCAT3 RSU1
RAET1L SCTR
LYPD1 DGAT2L6
FBL LY6G5B
CYP26A1 TSPYL2
DRD3 CALY
AMY2B SST
DSPP CREG1
FAT1 PCDHB6
PPIE RHAG
NFE2L2 SNAPC3
NRCAM JAK3
TRIM35 IGLV3-21
EVC NR6A1
CDX2 HSF2
DPP3 MMP12
SUZ12 SLC4A3
PROK2 CCL3
CKLF PTCH1
GNLY WWC2
ATP8A2 TM4SF4
TOM1L2 GUSB
COL6A3 ARSE
CTSB MMP11
HNRNPH3 SNRPC
ABCC9 SLC17A3
HIC1 ING2
SDR16C5 ZNF304
KLRG1 RBBP6
KLF10 FGFBP1
IGKV1-12 SLC26A9
MS4A2 BLZF1
GUSB HUS1
PYGB RNF182
SYNM MAGEA1
LCN2 AGTR1
AKR7L SCLT1
COL9A1 CRX
SAMD9 POLR3C
STT3B STT3A
MCRS1 GAK
PRSS56 NUDT4
RBBP6 CKMT2
CYSLTR1 MRPL12
RELA UBE2V1
POLR2I NFE2L3
CCL2 MAGI1
ERBB4 LEFTY2
USP33 RADIL
CHRNB3 OR2AG1
GJA1 MLN
CHRNA5 HTR7
PTPRF ICMT
DUSP15 RPL17
ABT1 POLR2L
P2RX2 ESCO2
FBXL8 TAS2R45
KHDRBS3 AARS2
DCD CA9
IFI30 OR4C6
SNX8 PLCG1
KHDRBS1 TAL1
FGF4 STC1
CHRM2 FGF12
OCLN TAS2R10
ZNF559-ZNF177 OR1B1
FPR2 PLA2G2D
F13B CD59
PAX2 POLR2L
FXYD1 SLMAP
GCA CNOT1
LY75 C1QBP
SNX2 CD160
SNRPG DHX16
MERTK LALBA
